;user_id;actual;als_5;own_5;sim_user_5;sim_item_5
1325;1829;"[  845208   878996  1020208  1092165  1098844  6443310   999999 15682961
   919535   978343  1086713   983016  1022254  5981515   852856   983858
  8090519]";[930118, 1057350, 906900, 823862, 1005274];[914753, 1029465, 1076954, 1065979, 1116385];[918684, 10341855, 927277, 1056212, 10285454];[1079976, 6424465, 914753, 925350, 7024984]
1326;1831;"[ 1010676  1020823   999999  1062002  5563693  7442180  9676938  9832070
 13095345 13213567  1131382  1133823 12132648 12132685   825343   909268
   909811   956906   840890   903325  1077069  1082185  1101706  1119075
  6034857  7409997  8090532  8090537  8090541   835098  5566697 13382310]";[878996, 857503, 5577022, 909268, 1127831];[9655482, 8293439, 1010950, 1131382, 9655528];[13213475, 896757, 902640, 972445, 1036939];[892314, 909268, 911454, 7168431, 1097418]
1327;1832;[ 1039464  1109849   999999   847573   850133   872762 12731714];[1135834, 865026, 1040807, 986912, 1081533];[996009, 1081533, 978294, 896666, 1061747];[992650, 927277, 931124, 5574108, 7160764];[959316, 954424, 912704, 880530, 1084211]
1328;1833;"[  844179  1070898  1135258   999999   874972   985999  1069863  1083446
  1131115  6633224  6633273  9487682  9833277  9837076 12262778]";[1090931, 1016800, 1029743, 1106523, 854261];[865233, 972191, 837495, 1064299, 1103476];[962967, 908514, 1080867, 1131169, 1101744];[1044078, 1070702, 8090537, 1137346, 963339]
1329;1835;"[  999999   961980   982360  1017127  1061982  1125601  9420067 15682961
 16729415   843068  1068719   839243   866355   908318   916122   926449
  1055297  1076226  5565925  8293805 12301404  1015067  1076199  9297106
  1044259  1087660  1091252  1092303  1109605  9187423  9835509]";[1127831, 878996, 871188, 1121384, 823576];[1026258, 1044259, 1015067, 862535, 884694];[1134483, 931579, 988277, 1014388, 948640];[1044259, 1071446, 923670, 1043730, 1121281]
1330;1836;"[  829349   965842  1071733  1100096  7441102  8160430 13775624 15741587
 17214320   825180   944137   999999   989758  1024306  1111080  1135476
  5570398 15778315]";[1116050, 964221, 1023160, 976214, 1070272];[1023160, 6391195, 885928, 1013389, 1042915];[1043663, 9338009, 1048373, 886103, 12808385];[826690, 6039740, 1127831, 9553397, 1135476]
1331;1837;"[  999999   841116   958350   965842   975633   979707  1060912 10149871
 12263408   899324  1017311   843111   854852   883677   931078 13417761
  1016276  8019681  1043338  5572971 13382310 13094962]";[1050741, 5569471, 12263024, 854716, 6534030];[8019681, 7410321, 1043338, 7410320, 870428];[1014732, 1088856, 6391080, 916990, 5572803];[8090521, 8090537, 901776, 6034857, 919423]
1332;1838;[ 935993 1005173 8090536 9524291  993638];[12810391, 12695224, 857215, 1102845, 1089954];[1115069, 847434, 9835619, 1058068, 6904419];[835578, 1137771, 888988, 924667, 916578];[1011457, 5569845, 947858, 9553288, 1042438]
1333;1839;[1011141 1063578 1106523  999999 8118797  884145  887526 1101932];[12262832, 991761, 9553048, 899736, 1016260];[9553048, 889551, 1026362, 908312, 887526];[1107760, 997011, 828588, 1118946, 1031253];[9553382, 825994, 8353113, 1068078, 1044078]
1334;1841;[ 872137  910964  999999  986912 1062572 6979393];[1128244, 1062572, 925350, 1036347, 935578];[925350, 1062572, 866828, 1029465, 6772803];[918684, 5707857, 9420067, 6464027, 1039360];[1029465, 1125530, 9245106, 1126786, 9187298]
1335;1843;"[ 8090539  8090653  9245486   849870   906838   917384   935646   940947
  1060312  1066923 14025398   999999  1050851]";[933835, 5569230, 849870, 1029743, 1037840];[1112242, 1058629, 7410217, 958208, 853927];[939789, 949257, 1139638, 1028238, 839208];[1029688, 1012922, 7410347, 5569230, 5571178]
1336;1844;[ 999999 1089568 9673969  838261 5570882];[1125278, 999250, 1037337, 823862, 986912];[1089568, 883186, 5566800, 948640, 1037337];[5569309, 1006664, 848684, 1057168, 5570513];[992529, 985999, 16100266, 820486, 916122]
1337;1845;"[ 937358  998119 1051071 1126899  878996  999999 1084613 1104195 1135476
  822049 1001277]";[868548, 866211, 1127831, 998119, 933835];[1116297, 6514011, 9881593, 1072437, 823775];[1134483, 939789, 894360, 964221, 1128163];[942778, 9297177, 1135476, 1036409, 848319]
1338;1846;[999999];[1029743, 1053016, 826666, 899624, 1018007];[6919082, 839208, 1114605, 1116635, 973181];[5569993, 1010308, 873324, 1132956, 6391089];[1011457, 5569230, 5568382, 1044078, 1074754]
1339;1847;"[  872342 10341401   970202  1131115   990797  1050851  5568197   831063
   883068  1024319  8019649  8090537  8276172 10285373 13190524   999999
   929018  6602440]";[953539, 908283, 1016800, 1043787, 862010];[8019649, 991761, 1131115, 1117219, 1024319];[8019649, 1093113, 1038745, 9392700, 1101744];[901062, 908283, 902396, 1099905, 5569845]
1340;1848;[ 879373  883665  910473  957736  986912  999599 1033372 1046816 5569471];[943169, 6904459, 871722, 1120069, 989830];[1071196, 993430, 879373, 1032114, 1077133];[6919082, 906844, 1136755, 945909, 1083043];[1081627, 1077133, 10456457, 1032114, 922753]
1341;1849;[  829291  1046584   999999  5592094  6534077 12385922 15452359];[993638, 923600, 6424471, 875306, 5569230];[923600, 894360, 1040416, 875306, 5567582];[9859017, 12262832, 1139782, 9655528, 1125601];[1074754, 875306, 875306, 923600, 6424472]
1342;1850;"[ 1002771   999999  1079976  9570173   879031   819978   834158   885592
   916122   956599   976841  1097909  1115097  1135476  5578547  6034780
 17902077 17991691   944376   985999  1096738 12171206 15925347  9655244
 13671542]";[944836, 916122, 1127831, 1126899, 901062];[852235, 879031, 1128395, 1135983, 868888];[977927, 8181555, 1029465, 880888, 874563];[1135476, 9242918, 906923, 884686, 985999]
1343;1853;[ 896958  959179 1029743 1102829  999999];[921340, 1030093, 999189, 1111080, 984575];[977927, 999189, 1048373, 9392700, 1096563];[894360, 842423, 849466, 10198378, 939681];[880888, 860248, 1029688, 1043730, 1075368]
1344;1854;"[  863632  1080944   827332   999999   919423   995358  1082234 15831209
  1062002  1085031  1113347  1135476  9829205   924899  1068719  6463862
 13877013 15686459]";[951412, 985889, 995478, 1018818, 1110409];[897922, 1131625, 1117219, 1072693, 10457590];[861494, 923314, 972191, 977927, 1087618];[1105488, 919423, 1060705, 1046488, 928342]
1345;1856;[ 858999 5568729 8090536  999999 1044078 1106523  897837 1014948 1128812];[916122, 849202, 910473, 1075368, 1134810];[978077, 1091090, 1010950, 8358933, 12262832];[881391, 911017, 6396492, 12731466, 1015280];[820321, 901062, 1074754, 993638, 946839]
1346;1857;[9297370];[1031316, 1137346, 895295, 969568, 895680];[1031316, 1004385, 925364, 989409, 1051718];[951727, 1121694, 825317, 9677462, 842698];[1029252, 1090621, 1074754, 916122, 823721]
1347;1858;"[  834993   999999  1081177  8160474 12781828 12782182  1062002 13213239
   829323   835783   954545  1000237  1026118  8069230  8069350  8119101
 13382461]";[991874, 989830, 974177, 999090, 7168286];[8119101, 5995603, 12782182, 1065061, 992986];[9677670, 1106894, 855202, 6391089, 1036093];[1114251, 892531, 990656, 1134738, 6602440]
1348;1861;"[ 844179  863447  999999 1004906 5568197  834117  862538  866211 1042907
 1118481 1136524 8291322]";[1133254, 859154, 1059902, 1044078, 1046587];[962967, 846482, 1053730, 987571, 12731466];[6704319, 5707857, 6391173, 1021416, 9488065];[1074754, 907631, 1037631, 12301100, 13158064]
1349;1862;"[  854852   970202   901666   999999  1053988 13775624   847207   867138
  1112766 13007355 17381995]";[1011926, 1125497, 1119405, 1080853, 1101706];[1125497, 6533936, 1117219, 1006264, 1138631];[894360, 1000542, 1058709, 1016785, 1092588];[5569845, 5568249, 8090521, 8090537, 5569230]
1350;1864;"[  880168   999999   909714   941307   979707   985181  1001827  1004906
  1060318  1092898  1127831  5563693  5566472  6396558  7168456  9526559
 10285242 13213524   903325  1065979  1135476   845462   856942   876815
   877383   907993   911614   935218   963868   965842   996975   999599
  1005456  1075170  1115576  9677235 12301073 12301109 13008378 13158498
 13671542 15778551   826952   858373   896292   901776   910005   910184
   922736   996028   998119  1029239  1036409  1094280  1100375  8014645
  8090565  9836106 15452584 15625746]";[872137, 1136719, 854852, 961979, 1057102];[1029465, 894570, 1065979, 1104024, 1131625];[6464027, 10341855, 915064, 7167836, 8067128];[6034857, 1105488, 9392700, 10344725, 914753]
1351;1865;"[  999999   893221   986912  1098435   885686   999391  1003616  1087755
  1107839   907099   957736 15741667]";[1011926, 907099, 1003616, 1019643, 944836];[939789, 857348, 935578, 1018339, 993436];[948239, 6919082, 923600, 965772, 957080];[1011926, 901062, 834382, 1051718, 971585]
1352;1867;[  844179 12810393 12810464];[1000925, 1106505, 849202, 1118946, 1131506];[1074040, 846045, 861184, 994894, 1053329];[1032703, 908314, 1105411, 5567325, 872826];[1029688, 887102, 5569845, 1011457, 5569230]
1353;1868;"[  836445   839419   883400   895166  1000753  1038692  1099510  1127758
  6464074 12810418]";[910673, 1129610, 918046, 911311, 1002787];[1055403, 1103808, 9419198, 1040812, 1095587];[864893, 967041, 859987, 819840, 848684];[8090521, 910673, 898466, 1131344, 854405]
1354;1869;"[ 852015 1115098  912987  935646  839419  844179  848029  899624  913210
  999999  984669 1089025 1101175 1123022 1125219 1126294 1135476 5568800
 6463775 8069350]";[866211, 857503, 916122, 878996, 1072799];[8020166, 872066, 846045, 5565925, 5569135];[8119101, 841236, 908314, 998519, 876626];[942778, 985999, 1007512, 871680, 6442594]
1355;1871;[  999999   942045 13417954 15831255];[1026118, 6391381, 911614, 956672, 1036347];[13417954, 970160, 884089, 948495, 1077745];[915064, 1091383, 955854, 882826, 1018339];[979707, 919681, 948495, 7464370, 999999]
1356;1872;"[ 863030  878996  994685 1055425  999999 9707461 1055504 5568758 5570048
 6533362 6919170]";[860248, 7464370, 9483753, 5574358, 872177];[5574358, 908314, 5569186, 1102416, 983665];[988277, 7169088, 9677670, 947412, 8090508];[6979526, 1029252, 9677690, 825994, 8019977]
1357;1873;[  834396   999999   863211   926905 12810393];[8090521, 1090931, 8090537, 1106523, 983659];[9446069, 949023, 958067, 834396, 1021225];[1118623, 916990, 1057168, 1021715, 852015];[1044078, 1137346, 1069538, 1016800, 7147142]
1358;1876;[ 980823 1086119 7168055];[880888, 1075368, 1052294, 903529, 973016];[973016, 861345, 1029743, 1106523, 5569230];[10457518, 956125, 1131169, 9527417, 8293426];[12302069, 5569792, 1029743, 1106523, 5569230]
1359;1877;[1125278 8090440];[1134810, 1044078, 1021116, 1097661, 1037417];[1094744, 847374, 964133, 871514, 8090653];[878222, 1030093, 13906641, 8118500, 960421];[907631, 5585510, 957411, 863762, 12301109]
1360;1879;"[ 854646 1070803 1075171 1081627 1085778 1121694 1132771  999999  994685
 1002850 1131488 5569471]";[972665, 1135834, 839192, 997987, 997479];[997987, 1121694, 922561, 847962, 969403];[10198378, 948381, 997025, 951176, 9420067];[1040807, 906900, 895930, 979707, 819978]
1361;1880;"[  930385   999999   910673  9527459   867709   899019   945611  1081177
 12301109]";[1106523, 9707240, 982469, 1044078, 1038663];[921438, 930385, 1028891, 1084036, 1051686];[1116050, 1018818, 979452, 1043920, 864893];[1012922, 1044078, 999999, 999779, 1024319]
1362;1881;"[  852360   901062   913210   999999  1060529  1070845  1132198  7442307
 17902077   959638  1089025  1109014]";[827656, 899115, 856215, 1132198, 959638];[852360, 959638, 1132198, 1109014, 858102];[917393, 1104349, 6534552, 948640, 906844];[1127831, 968759, 1104343, 1137775, 1138443]
1363;1882;"[ 847962  851287  912451 1006184 1029743 1045979 5568197 5569230  999999
 1132789]";[961620, 1009719, 1043730, 995628, 906838];[914012, 874651, 5568732, 1119667, 846811];[902377, 1136657, 906917, 1116635, 965772];[1119405, 1090621, 1046756, 1017127, 901062]
1364;1883;"[  999999 12384779   843259   856060   858439   865705   932863  1004906
  1013703  1068719  1106445 15596705   844179  8090521]";[8090521, 5569230, 8090509, 5568378, 8090537];[891505, 912684, 918046, 1093697, 1023160];[1114483, 856942, 1107760, 1115069, 1139569];[1080677, 8090537, 971922, 5569845, 967461]
1365;1884;[1075007];[941797, 1082627, 1106505, 857540, 12172071];[894360, 820301, 847962, 925145, 1091858];[1105426, 1063739, 936830, 929231, 1131506];[8090536, 952568, 1027168, 9244977, 9553048]
1366;1887;[866211];[878996, 1023720, 866871, 996070, 1077717];[1055044, 949257, 9297615, 1126045, 5584646];[920025, 1135578, 835578, 939789, 1058709];[9187298, 942778, 878996, 9242918, 1115553]
1367;1889;[ 865456  944836 1132771  999999];[960732, 849505, 1029743, 917543, 1009368];[948239, 891505, 1008324, 1120190, 1075175];[6391137, 1091090, 1128395, 852360, 10285454];[1122568, 1080677, 1055425, 8090565, 1076666]
1368;1890;"[ 827009  999999  885406  891961  916122  977780  998119 1003616 6039759
 1081177 1128812  885023]";[1011926, 1119405, 944836, 1060705, 1080853];[1061982, 6039759, 1010766, 9859017, 1003616];[1029465, 965772, 894360, 915064, 5569074];[917732, 942778, 824305, 985999, 907099]
1369;1891;[  827079  1022340 16733707 16770144];[12782182, 9297474, 13007518, 916487, 12781828];[1070723, 6704319, 9396822, 894360, 1028238];[9677670, 1065259, 836085, 969945, 6391089];[944836, 968759, 6039994, 933637, 831888]
1370;1892;[  944317   959821  1021116  1059902  8118675   999999 13377353];[1044078, 895930, 1131344, 846823, 1093413];[1079395, 1093413, 829349, 1094744, 867215];[922847, 10456152, 5570590, 1075796, 894360];[978294, 1004906, 1044078, 1131344, 12301100]
1371;1895;[ 1008032   999999 10198378 12263408   835618   949965];[12695224, 1025535, 947858, 899624, 12810391];[847434, 883186, 879734, 6513810, 917033];[835578, 1116050, 8019681, 854133, 908314];[944852, 1011457, 972219, 12301100, 1099164]
1372;1896;"[  819978   820352   999999   874998  1016782  1027068  1061688  1101010
  1126895 12385477   825343   854852   922096  1020404  1028166  1111236
 12301073 15831035   878996   939527  1013703  6424465 12946027  1112238
  5592694  6424472 13115813 16809589   949742   995358 13072754   874972
  1015067  1131321  1134414  5568789  7410304  9526537]";[1137775, 819978, 933835, 1040807, 959316];[1016785, 897946, 970152, 935578, 1060408];[1118946, 955921, 997987, 5574108, 916578];[880888, 1137346, 849003, 1074754, 9296919]
1373;1898;[ 915869 1069296 1133826 1135476 6632589 6633224];[6533368, 7410320, 909129, 7410321, 866540];[1123106, 7410321, 7410320, 8090600, 7409982];[866548, 10198378, 879504, 1116589, 8090533];[1002771, 8019628, 15831255, 7410321, 7410320]
1374;1899;"[  833598   839656   861279   883932   893701   999999   948650   957063
   983897  1029743  1122358 15972298   840890   868161   879880   923723
  1006342  1015280  1056005  1082185  8156489]";[1029743, 1106523, 1044078, 902172, 899624];[1096573, 851188, 833598, 879734, 877210];[918046, 9803545, 10456164, 939860, 923169];[5585510, 1074754, 1040807, 883932, 851188]
1375;1900;"[  827919   832678   878222   889533   901062   909249   916758   940947
   971922  1054683  1070820  1084613  1087102  1090676   999999  1116376
  6391086  6391381  7168833  9835562  9836460 10344714 13190142 13777511
 14077656 17248549 17285551   819978   825180   828048   839112   858373
   865026   917732   972665  1026058  1056611  1062117  1078652  1081519
  1121603  6904613  8119004  8160430 10285005 10457521 12262985 15831370]";[934399, 7168026, 1022097, 872137, 1075170];[9831557, 1116376, 898847, 1121603, 1121694];[12262832, 965772, 1057168, 1135253, 6552318];[888543, 1040807, 869660, 845307, 1051567]
1376;1901;"[  999999  1025611  1044078  5563934  9832070 14106445   836445   850139
   964521  1106523  7467076  9836106  9836415 12949855 13841744   957063
   869728   989069 12810464]";[1004906, 1106523, 1044078, 866211, 1068292];[8203851, 1017369, 1013928, 821200, 13008065];[1121694, 859987, 864893, 13512837, 1117219];[863762, 1074754, 8203710, 985999, 12301109]
1377;1903;[917033];[1029743, 1016800, 899624, 9245108, 5569230];[917033, 1057168, 883186, 927028, 1008814];[1117219, 924667, 9392953, 864335, 1065259];[1099164, 985999, 917033, 1139782, 832442]
1378;1906;"[  871756  1046488   999999  1072685  6513604  9833277 10311767 12810393
 13115950 16734419   911614   987234  1114653  6979415   903325   904521
   925694   955587  1004906  1046756  9859219 12262830 16729299   871633
   910192   972143  1006342  1034955  1051468  9836644 12525149 12810391
 13007846 15741484   835098   844179   896074   906883   933361   969725
  1050482  1126910  9527183 13115579  9677236]";[916122, 1054080, 1120928, 12524245, 999189];[1114653, 871633, 9859017, 1115800, 1065259];[5707857, 849466, 5563739, 7025196, 5569074];[986596, 1019637, 1065538, 7431408, 1051046]
1379;1907;"[  819978   866211   926032   999999  1087268  1125601 12810393   831223
   831628   844179   858649   882308  6602590 12132164 12731436 12810391
  5568789  9837394 13877192  1030981   904521   914318   899038  1075368
   831161   883068   970747  5575861 13776309   842236   849152   861279
   865992   939527   979707   984054  5568489  5569471  8090509 12185568
 12810464 13003092 13003101 13512659  1029743  1037840  1108775 17248406]";[854852, 1019387, 976199, 5569230, 1018740];[1125601, 5565784, 5571261, 6602590, 845975];[937736, 1117219, 5567582, 1131634, 1126045];[845975, 880888, 9526411, 880308, 1040807]
1380;1909;[999999];[5574409, 1085138, 1044078, 1139142, 1054262];[955259, 872826, 1139142, 830615, 1057168];[864893, 1111129, 921406, 1055403, 875392];[866043, 12301100, 5569845, 909811, 1016276]
1381;1911;[1044078 1115098 9527294 1106428 1029743 1132968];[899624, 844179, 1029743, 12731432, 1046545];[1000925, 862318, 6391532, 1097382, 1118033];[1116635, 888104, 5572234, 822161, 9420181];[12301100, 1012587, 908236, 901062, 12301109]
1382;1912;[ 902094  904105  938138  999999 5585510  883186];[1134296, 1102845, 852080, 1098284, 945244];[1036486, 865026, 988736, 904105, 894360];[1056212, 848684, 868645, 1102416, 1072693];[1135834, 1044078, 836924, 1044078, 902172]
1383;1914;[  862010   892573   894439   948670  1077133   999999 15925104 17329343];[898867, 997987, 1077133, 9802981, 9553042];[948640, 9802981, 1077133, 5574377, 827781];[1047769, 8090653, 958067, 871514, 6919082];[9802981, 7443137, 5574377, 1077133, 1081627]
1384;1916;[  999999   898867 13115501];[956486, 934639, 969866, 869047, 965766];[998519, 9526448, 977927, 843111, 7466852];[977927, 989683, 875392, 1082990, 13512837];[1121059, 1044078, 985999, 12171414, 946839]
1385;1917;"[  827667   909576   829722   920025   975085   999999  1072693  1128206
 13654702   830686   852856   871611   936229   961792  1052066  1096635
  1109948 16733996]";[1072693, 1097280, 13008334, 878996, 986912];[975085, 920025, 7146026, 942565, 829722];[1106117, 920191, 1029272, 9831557, 951834];[9858819, 1074754, 1044078, 849100, 874753]
1386;1919;"[  871514   999999   904129  1083219  1086049  1103513 15924952  1069899
   913210   940023 15964293   827578   901344   941198]";[1037840, 1106523, 863762, 1059080, 1086119];[871514, 1059080, 908314, 1098284, 13002975];[847962, 1125601, 928589, 1092730, 1135983];[1069047, 1044078, 853927, 904359, 972416]
1387;1920;"[  951412   854852   990688   998444  1079941  1117556  5566674  7168890
   833724   825295   870871   899682   976199 10456186 10457521   999999
  7168833  1019643]";[1080853, 6391381, 1119405, 1079941, 1085435];[1079941, 1118306, 890490, 935578, 1019643];[5569074, 898121, 6534201, 9859017, 1029549];[833724, 1125497, 1019643, 9242918, 895702]
1388;1922;[ 897088 1014054 6979634 1045586  999999 1117219 9885544];[7024990, 867138, 1130729, 996259, 1127179];[897083, 9553048, 857538, 1040511, 1091901];[1133850, 977927, 13213567, 861494, 1103513];[7441272, 1130729, 1006342, 1058345, 942778]
1389;1923;[ 819487  827919  999999  852856  879280  880427 1098815 8293343 9833277];[1126899, 1010681, 1095751, 990688, 8293343];[992986, 8293343, 1025924, 6533746, 1087081];[824977, 1095227, 969945, 918638, 9677670];[990656, 6514160, 6034857, 944836, 906923]
1390;1924;"[ 1009977   999999 15801143   940947   965772   983584  1094308  6391134
  7025203  8090537   918588  7025362  9396705  1019247  1053530 15741662
   910964]";[1116005, 983584, 970605, 890695, 1029743];[965772, 1132956, 884694, 864335, 871633];[841365, 941515, 1131506, 8019649, 1079878];[1127716, 1029743, 1097001, 964133, 1054185]
1391;1925;[1042942];[1042616, 1026118, 1084036, 863632, 866211];[12262832, 989830, 7410321, 1107173, 1127732];[8069350, 970869, 13007065, 12484491, 6391089];[1044078, 9836353, 999999, 1127831, 9483753]
1392;1926;[ 901062  844179  865456  874972 1103377 5568382  999999];[1070702, 1000753, 1013389, 938138, 12262978];[9677922, 977927, 886317, 8019186, 955921];[9553382, 927028, 843339, 1074040, 1117219];[985999, 1020623, 928342, 968072, 917407]
1393;1927;"[9296778  868909  871061  933835  993638 1087102 1100972 1130858 5568197
 9835223]";[1025611, 836445, 1044078, 910673, 972143];[841365, 8358933, 1080677, 962967, 12731466];[1021416, 9488065, 1053329, 1060193, 1097398];[1122358, 1074754, 12301100, 910673, 5587656]
1394;1928;[ 908504  954545 1019078 1104205  835819  861246];[1116005, 822225, 9837153, 983584, 1125199];[908504, 1017369, 6533965, 6533936, 958647];[871563, 825882, 992986, 10341855, 1048445];[1029743, 10204556, 1023466, 1110244, 901062]
1395;1929;"[ 855626  999999  867272  891752  903325  933835  946839  957411 1024306
 1072523 1106523 1128016 5574409 7441873 8090537]";[916122, 1044078, 12810393, 1106523, 1004906];[888835, 868548, 7441873, 1057168, 831937];[1103898, 9677922, 928749, 939860, 1071733];[971922, 1044078, 1105488, 825731, 913210]
1396;1930;"[  999999   971922  1023196  1112238  1131321  9677670 13416421 14025159
   826695  1051323  5569230  5585510  9297062 13911574  1035207  5569471]";[917427, 935460, 1027068, 931124, 1106505];[935460, 931124, 917427, 7168058, 7168055];[870515, 8090653, 1126045, 824796, 916990];[931124, 935460, 5585510, 5568320, 5568320]
1397;1931;"[ 1001266   999999  1075283  1123842  1130858   884938  1096794  1128411
 12262830 15452359]";[1127758, 1044078, 1068292, 836445, 863447];[831407, 843464, 1038745, 1019247, 1031831];[1080888, 1009361, 1054402, 996955, 1057168];[924262, 841220, 1098815, 12301109, 1044078]
1398;1932;[ 852856 1111722];[5569471, 5568729, 1003487, 955431, 1002771];[1095964, 5581464, 8293439, 1120361, 1110743];[872826, 1000148, 916990, 5568732, 1063739];[12262830, 985999, 878715, 8090532, 1070702]
1399;1935;"[  999104  1126899   999999 15972433   845208   853449   901666   912704
   986912  1110039  9547021]";[963835, 839438, 5581335, 999104, 1023196];[998519, 7443137, 1063876, 834516, 1015386];[5569309, 1112242, 1028422, 880895, 7142552];[942778, 824758, 839438, 5581335, 1110039]
1400;1936;"[  865511  1017369  1027068  1029743  1137010  1138443  8090541   999999
 15926844 15926864   844179   867668   908318   940947  1021519  1042942
 12810393   878442   926905   927030   955587   957411  1016800  1132771
 12648296]";[1016800, 5569471, 1029743, 899624, 1008814];[878442, 9396822, 849066, 1080888, 830202];[985605, 1048445, 1069256, 1085637, 820486];[1074754, 866755, 12301109, 917033, 1016800]
1401;1937;"[  892314   908064  1104898   836085   837270   877580   920191   999999
   969568   995628   999104  1004906  1019643  1094924  1117514  1124077
  5568758  9487463 16729299   853449  1004390 12301073 17214322]";[986912, 1083043, 1091858, 1065061, 8203834];[836085, 827781, 998519, 920191, 1109778];[1010766, 830202, 1055425, 1088856, 984680];[824758, 901062, 1109778, 1000148, 1019643]
1402;1939;"[  847573   885863   926905   999999   928932  1004385  1004906  1005157
  1044078  5568729  6463729  9835408 12385922 13115950]";[1099164, 926905, 5569230, 1016800, 1011920];[998519, 878764, 924967, 1069531, 1042571];[856942, 983665, 1021416, 8090653, 882826];[1016800, 938118, 854496, 5581335, 12301109]
1403;1940;[ 939636  968391  845208  888178  897954  999999  971983 1027372];[836085, 1097280, 947875, 971983, 960718];[836085, 950118, 1063739, 971983, 6391089];[10198378, 9553048, 893362, 1057168, 12262832];[1000148, 13007912, 13654702, 902037, 836286]
1404;1941;[13003094  1044078  5981267   999999   910473  8090509];[998206, 1106523, 1024051, 944141, 1021116];[944141, 947798, 1075979, 998206, 1057113];[1057168, 949257, 958067, 1065259, 908314];[1024051, 1044078, 871513, 1108168, 12301100]
1405;1942;"[ 5569230  5569792   845208   854405   857540   871061   882604  1021324
  5585510  6514227  6979049 12263172   999999  6534074  6534480   910473
 15972565]";[1106523, 963354, 916122, 959737, 1048373];[1057168, 999189, 9802981, 1055044, 937403];[1057168, 6773232, 1091383, 10198378, 1131634];[5569845, 1122358, 946839, 1044078, 1082627]
1406;1943;"[ 1075214  1112417   885863 15830971  1029743  8090521  8090532  8090537
  8090610  1025581  1113438  5568489]";[1106523, 1044078, 982469, 8090521, 983659];[1095227, 7152455, 7147142, 10198378, 908314];[1021715, 861494, 1055044, 865174, 983665];[1074754, 7147145, 5565392, 1044078, 7147145]
1407;1944;"[  834396  1048068  1072438   999999 15831387   833724   849578   878996
   880427   933361   975217   985999   994223  1006342  1022254  1029743
  1070820  1101437  1115576  5575713  6919128  8090993  9925966 10309218
 12810337 13382310 14106445   878141  7410336 10356662   847207   870315
   887102  1013407  1088103  1102929  1121255  9420082 10344585 16729415
   839075   845208   879734   887503   893676   957736  1053988  1079913
  1097761  1102090  7410168  8358383 12692328 12731436 13039088]";[1126899, 6602729, 1127831, 880427, 959179];[943349, 994223, 849578, 1125497, 1079941];[927028, 824977, 918638, 891505, 1116050];[901062, 7024990, 1074754, 889533, 850676]
1408;1945;[999999];[865907, 916122, 885406, 1006878, 899565];[1125601, 957080, 1131625, 1103513, 1071713];[967041, 9553048, 1116635, 927277, 939907];[1074754, 874651, 960732, 922736, 892531]
1409;1946;"[  865174   940731  1028422   999999 10344585   865511  1097280  1121384
  1135476  6978994  8090509 10149640 13417853]";[983897, 1124029, 9419888, 962777, 1060673];[1138596, 1037332, 12263857, 10344585, 12757544];[9553048, 1124971, 988697, 1084796, 1102250];[901062, 5568249, 8090521, 825994, 957938]
1410;1947;"[  845307   901776   919423   999999   952408  1028938  1097635  1126899
  1134678  9396705 10149640 12946027 13115407 15452631  1127701   944249
  1075170 10344725   865528   866864   880427   948793   953713   960732
   991886   995478  1040807  1074362  1100872  6463742  8069095  9834742
 13416421 18120821]";[1071594, 1040807, 7166861, 9487885, 1131321];[1028938, 1097635, 13115407, 7024847, 7462562];[5571261, 6395907, 5563693, 832661, 929373];[1087102, 1097635, 942778, 1028938, 971922]
1411;1948;[  901067   848471   891516   952399   999999  8293600 15686963   912503];[981103, 6602590, 6552438, 843929, 902037];[6552438, 6602590, 879393, 1028238, 1007462];[8090550, 7154535, 1121808, 9245108, 1139638];[10457237, 976199, 1104058, 949142, 9242918]
1412;1949;[ 858373  912141  969866 9527159];[1127758, 1131344, 846823, 1025611, 874563];[908843, 864335, 1107760, 1135468, 1136755];[901976, 1110111, 834993, 896757, 972416];[864335, 12301100, 1076954, 908843, 1098435]
1413;1950;[ 826695 1044078];[1106523, 1040807, 984680, 1131344, 1060872];[5567582, 955854, 1126895, 855454, 1114811];[1018818, 8090546, 830783, 6979518, 983665];[1137775, 1018740, 1044078, 1012587, 933067]
1414;1951;[1055446];[917407, 1104481, 10285022, 960075, 7167865];[852015, 1058068, 1076199, 1000856, 12263463];[13003092, 820486, 908314, 1107760, 1106894];[1135476, 835098, 933067, 1128016, 6513713]
1415;1952;"[ 1029743  1126895  1008814   999999   895166   899624  1000753 13115602
   972320   834117   917033  1013528]";[999779, 1044078, 1106523, 1128240, 835300];[894360, 995502, 5981267, 13506119, 9835619];[908314, 876626, 1112825, 1129805, 970160];[1074754, 913210, 831517, 878996, 1021116]
1416;1953;[  894780 12427353   832678   986912];[951412, 1026118, 871611, 8203782, 8203834];[870515, 6704415, 13071901, 10455984, 1115358];[8020166, 1079528, 1086061, 6423786, 7154535];[985999, 9268695, 887102, 993638, 1122358]
1417;1954;"[ 999999 1044078  866211  866871  825343  842423  844179  899624  977798
  995965  996444 1026118 1037840 1101502 1113820 1127732 1129049]";[1068292, 1084036, 835300, 934639, 819308];[1084036, 1019247, 883186, 845914, 1038745];[988736, 1088771, 12484491, 1139216, 1117219];[13002975, 5585510, 1136755, 919681, 939636]
